NumeroSiret	RaisonSocial	NatureActivité	CodeActivité	AdresseRue	AdresseCodePostale	AdresseVille	AdresseCodeInsee	AdresseGeoLat	AdresseGeoLong	ProjetCodeRegion	ProjetRegion	ProjetCodedepartement	ProjetDepartement	ProjetArrondissement	ProjetCodeArrondissement	ProjetCodeCanton	ProjetCanton	ProjetCodeCommune	ProjetCommune	ProjetGeoLong	ProjetGeoLat	Dossier	PO	Projet	EtatStatus	EtatDossierPaye	EtatDossierSolde	DateDepotDossier	MoisDepotDossier	AnneeDepotDossier	DateLimiteDebutReal	DateLimiteFinReal	MoisFinReal	AnneeFinReal	DatePremierComite	MoisPremierComite	AnneePremierComite	MontantGlobal	DepenseEligibleProgramme	DepenseTotalProgrammeUE	DepenseTotalProgrammeEtat	DepenseTotalProgrammeRegion	DepenseTotalProgrammeDepartement	DepenseTotalProgrammeAutrePublic	DepenseTotalProgrammeCperEtat	DepenseTotalProgrammeCperRegion	PaiementTotalUE	PaiementTotalEtat	PaiementTotalRegion	PaiementTotalDepartement	PaiementTotalAutrePublic	PaiementTotalPrive	PaiementTotal	PaiementTotalValideAC	FIN
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	34423	Fonds Social Européen 	Marché n°2012-90515-00 - Prestation préparatoire à l'insertion - lot n° PPI 03 - Loudéac, Merdrignac, Collinée - ADALEA	Abandonné / Déprogrammé	O	N	13/03/2012	03	2012	22/10/2012	30/06/2014	06	2014	29/11/2012	11	2012	2858773.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	34424	Fonds Social Européen 	Marché n°2012-90521-00 - Prestation préparatoire à l'insertion - lot n° PPI 09 - Pays de Dinan et Brocéliande - ADALEA	Abandonné / Déprogrammé	O	N	13/03/2012	03	2012	22/10/2012	30/06/2014	06	2014	29/11/2012	11	2012	2858773.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	23	PLOERMEL	56165	PLOERMEL	0	0	34425	Fonds Social Européen 	Marché n°2012-90516-00 - Prestation préparatoire à l'insertion - lot n° PPI 04 - Ploërmel - AREP Pays de Ploërmel	Programmé	O	O	14/03/2012	03	2012	20/10/2012	30/06/2014	06	2014	29/11/2012	11	2012	2858773.5	145152	72576	0	0	0	0	0	0	32408.06	0	0	0	0	0	32408.06	64816.13	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	4	QUIMPER	36	QUIMPERLE	29233	QUIMPERLE	0	0	34425	Fonds Social Européen 	Marché n°2012-90523-00 - Prestation préparatoire à l'insertion - lot n° PPI 11 - Quimper - Initiatives Formation	Programmé	O	O	05/09/2012	09	2012	09/11/2012	30/06/2014	06	2014	29/11/2012	11	2012	2858773.5	256823.26	128411.63	0	0	0	0	0	0	128411.63	0	0	0	0	0	128411.63	256823.26	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	2	REDON	0	Plusieurs cantons	0	Plusieurs communes	0	0	34426	Fonds Social Européen 	Marché n°2012-90517-00 - Prestation préparatoire à l'insertion - lot n° PPI 05 - Redon, Bain-de-Bretagne - Groupement de Services Est Bretagne	Programmé	O	O	11/09/2012	09	2012	22/10/2012	30/06/2014	06	2014	29/11/2012	11	2012	2858773.5	182250	91125	0	0	0	0	0	0	77053.28	0	0	0	0	0	77053.28	154106.55	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	34427	Fonds Social Européen 	Marché n°2012-90524-00 - Prestation préparatoire à l'insertion - lot n° PPI 12 - Concarneau, Douarnenez, Pont L'Abbé et Quimperlé - IBEP	Programmé	O	O	14/03/2012	03	2012	22/10/2012	30/06/2014	06	2014	29/11/2012	11	2012	2858773.5	244102.95	122051.48	0	0	0	0	0	0	122051.48	0	0	0	0	0	122051.48	244102.95	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	0	Plusieurs arrondissements	0	Plusieurs cantons	0	Plusieurs communes	0	0	34428	Fonds Social Européen 	Marché n°2012-90518-00 - Prestation préparatoire à l'insertion - lot n° PPI 06 - Vitré, Retiers, Fougères - IBEP	Abandonné / Déprogrammé	O	N	14/03/2012	03	2012	22/10/2012	30/06/2014	06	2014	29/11/2012	11	2012	2858773.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	34429	Fonds Social Européen 	Marché n°2012-90525-00 - Prestation préparatoire à l'insertion - lot n° PPI 13 - Lorient, Lanester, Hennebont - AGORA Formation	Programmé	O	O	24/10/2012	10	2012	24/10/2012	30/06/2014	06	2014	29/11/2012	11	2012	2858773.5	281868.01	140934.01	0	0	0	0	0	0	140934.01	0	0	0	0	0	140934.01	281868.01	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	24	MORDELLES	35240	LE RHEU	0	0	33989	Fonds Social Européen 	Marché n° 2012-15334 - CFPPA Théodore Monod - Producteur-trice ou Technicien-ne conseil en agriculture biologique et durable - Lot 1  - Le Rheu	Programmé	O	O	29/03/2012	03	2012	11/06/2012	30/03/2014	03	2014	05/07/2012	07	2012	789095.48	101112.89	50556.44	0	0	0	0	0	0	50556.44	0	0	0	0	0	50556.45	101112.89	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	4	SAINT-MALO	9	COMBOURG	35085	COMBOURG	0	0	33990	Fonds Social Européen 	Marché n°2012-15336 - CPSA Combourg - Technicien-ne supérieur-e en conduite de systeme d'exploitation - Lot 2 - Combourg	Programmé	O	O	29/03/2012	03	2012	19/06/2012	28/03/2014	03	2014	05/07/2012	07	2012	789095.48	113963.76	56981.88	0	0	0	0	0	0	56981.88	0	0	0	0	0	56981.88	113963.76	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	99	VANNES	56260	VANNES	0	0	33991	Fonds Social Européen 	Marché n° 2012-15335 - Technicien-ne Technico-commercial-e - Lot 6  - Vannes - CLPS  	Programmé	O	O	29/03/2012	03	2012	11/06/2012	15/09/2014	09	2014	05/07/2012	07	2012	789095.48	43718.62	21859.31	0	0	0	0	0	0	21859.31	0	0	0	0	0	21859.31	43718.62	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	1	FOUGERES	97	FOUGERES	35115	FOUGERES	0	0	33992	Fonds Social Européen 	Marché n° 15332 - CCI Saint-Malo - Fougeres - Horloger-ère Rhabilleur-euse haute gamme, 1ere année - Lot 4  - Fougères	Abandonné / Déprogrammé	O	N	21/03/2012	03	2012	06/04/2012	13/04/2014	04	2014	05/07/2012	07	2012	789095.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	98	RENNES	35238	RENNES	0	0	33993	Fonds Social Européen 	Marché n° 2012-15341 - Technicien-ne audiovisuel - Lot 5  - Rennes - ESRA Bretagne	Programmé	O	O	29/03/2012	03	2012	11/06/2012	25/03/2014	03	2014	05/07/2012	07	2012	789095.48	61306.37	30653.18	0	0	0	0	0	0	28463.67	0	0	0	0	0	28463.68	56927.35	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	99	VANNES	56260	VANNES	0	0	33993	Fonds Social Européen 	Marché n° 2012-15333- Gestionnaire d'unité hôtelière - Lot 7  - Vannes - CCI MORBIHAN 	Programmé	O	O	29/03/2012	03	2012	11/06/2012	22/02/2014	02	2014	05/07/2012	07	2012	789095.48	57170.24	28585.12	0	0	0	0	0	0	28585.12	0	0	0	0	0	28585.13	57170.24	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	1	BREST	21	LESNEVEN	29124	LESNEVEN	0	0	33994	Fonds Social Européen 	Marché n° 2012-15330 -  Technicien-ne supérieur-e en agroalimetaire - Lot 9  - Lesneven - AGROTECH FORMATIONS	Programmé	O	O	29/03/2012	03	2012	11/06/2012	26/03/2014	03	2014	05/07/2012	07	2012	789095.48	63556.67	31778.33	0	0	0	0	0	0	31778.33	0	0	0	0	0	31778.33	63556.67	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	47	BRUZ	35047	BRUZ	0	0	33995	Fonds Social Européen 	Marché n° 2012-15337 - Qualiticien-ne - Lot 8  - Bruz - DIAFOR	Programmé	O	O	29/03/2012	03	2012	11/06/2012	28/03/2014	03	2014	05/07/2012	07	2012	789095.48	57695.2	28847.6	0	0	0	0	0	0	28847.6	0	0	0	0	0	28847.6	57695.2	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	47	BRUZ	35047	BRUZ	0	0	33996	Fonds Social Européen 	Marché n°2012-15338 - DIAFOR - Technicien-ne supérieur-e en informatique - Lot 11  - Bruz	Programmé	O	O	29/03/2012	03	2012	11/06/2012	14/03/2014	03	2014	05/07/2012	07	2012	789095.48	94091.15	47045.57	0	0	0	0	0	0	47045.57	0	0	0	0	0	47045.57	94091.15	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	33997	Fonds Social Européen 	Marché n° 2012-15345 - BTS  Assistant-e de gestion PME/PMI - Lot 15  - Rennes et Brest - Groupement Arep Rennes - Centre de formation du Ponant	Programmé	O	O	29/03/2012	03	2012	11/06/2012	21/03/2014	03	2014	05/07/2012	07	2012	789095.48	141428.62	70714.31	0	0	0	0	0	0	70714.31	0	0	0	0	0	70714.31	141428.62	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	98	RENNES	35238	RENNES	0	0	33998	Fonds Social Européen 	Marché n°15351 - Universite Rennes II - Métiers de l'administration territoriale - Lot 14  - Rennes	Abandonné / Déprogrammé	O	N	29/03/2012	03	2012	08/06/2012	28/03/2014	03	2014	05/07/2012	07	2012	789095.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	98	RENNES	35238	RENNES	0	0	33999	Fonds Social Européen 	Marché n° 2012-15352 Universite Rennes II - Métiers techniques territoriales - Lot 13  - Rennes	Abandonné / Déprogrammé	O	N	29/03/2012	03	2012	08/06/2012	28/03/2014	03	2014	05/07/2012	07	2012	789095.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	34158	Fonds Social Européen 	Marché n° 2012-15347- Manager-euse rayon végétaux - Lot 8 - Etrelles, Rennes - IPSSA	Abandonné / Déprogrammé	O	N	05/06/2012	06	2012	09/06/2012	07/04/2014	04	2014	05/07/2012	07	2012	747724.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	47	BRUZ	35047	BRUZ	0	0	34159	Fonds Social Européen 	Marché n° 2012-15339 - Technico-commercial(e) - Lot 9 - Bruz - DIAFOR	Abandonné / Déprogrammé	O	N	05/06/2012	06	2012	11/06/2012	15/04/2014	04	2014	05/07/2012	07	2012	747724.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	34160	Fonds Social Européen 	Marché n° 2012-15344 - Technicien de maintenance- Lot 14 - Vitré, Fougères - Greta Est Bretagne	Abandonné / Déprogrammé	O	N	29/03/2012	03	2012	11/06/2012	26/03/2014	03	2014	05/07/2012	07	2012	747724.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	51	PLOUFRAGAN	22215	PLOUFRAGAN	0	0	34162	Fonds Social Européen 	Marché n° 2012-15353 - Technicien(ne) supérieur(e) hygiène et qualité des produits agro-alimentaires - Lot 12 - Ploufragan - ZOOPOLE DEVELOPPEMENT	Abandonné / Déprogrammé	O	N	29/03/2012	03	2012	11/06/2012	22/03/2014	03	2014	05/07/2012	07	2012	747724.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	33628	Fonds Social Européen 	Marché n° 15299 - Prestation Préparatoire à l'Emploi - Lot n° PPE 1 - Loudéac et Collinée - Adalea	Programmé	O	O	18/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	105405.22	52702.61	0	0	0	0	0	0	52702.61	0	0	0	0	0	52702.61	105405.22	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	2	CHATEAULIN	7	CARHAIX-PLOUGUER	29024	CARHAIX-PLOUGUER	0	0	33629	Fonds Social Européen 	Marché n° 15300 - Prestation Préparatoire à l'Emploi - Lot n° PPE 2 - Carhaix-plouguer - Adalea	Programmé	O	O	18/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	54944.29	27472.14	0	0	0	0	0	0	27472.14	0	0	0	0	0	27472.15	54944.29	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	2	GUINGAMP	16	GUINGAMP	22070	GUINGAMP	0	0	33630	Fonds Social Européen 	Marché n° 2011-15312 - Prestation Orientation Professionnelle - Lot n° POP 4 - Guingamp - CLPS	Programmé	O	O	03/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	38463.63	19231.81	0	0	0	0	0	0	19231.81	0	0	0	0	0	19231.82	38463.63	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	98	RENNES	35238	RENNES	0	0	33631	Fonds Social Européen 	Marché n° 2011-15310 - Prestation Préparatoire à l'Emploi - Lot n° PPE 3 - Rennes - CLPS	Programmé	O	O	03/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	134901.16	67450.58	0	0	0	0	0	0	67450.58	0	0	0	0	0	67450.58	134901.16	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	33632	Fonds Social Européen 	Marché n° 2011-15324 - Prestation d'orientation professionnelle - Lot n° POP03 - Concarneau/Quimperlé/Douarnenez/Pont l'abbé - IBEP	Programmé	O	O	03/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	93700.31	46850.15	0	0	0	0	0	0	46850.15	0	0	0	0	0	46850.16	93700.31	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	18	LAMBALLE	22093	LAMBALLE	0	0	33633	Fonds Social Européen 	Marché n° 2011-15301 - Prestation Préparatoire à l'Emploi - Lot n° PPE 4 - Lamballe - Adalea	Programmé	O	O	18/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	20227.03	10113.52	0	0	0	0	0	0	10113.52	0	0	0	0	0	10113.52	20227.03	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	33634	Fonds Social Européen 	Marché n°2011-15313 - Prestation Orientation Professionnelle - Lot n° POP 5 -  SAINT-BRIEUC et LAMBALLE - CLPS	Programmé	O	O	03/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	54393.03	27196.52	0	0	0	0	0	0	27196.52	0	0	0	0	0	27196.52	54393.03	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	1	BREST	99	BREST	29019	BREST	0	0	33635	Fonds Social Européen 	Marché n° 2011-15311 - Prestation d'orientation professionnelle - Lot n° POP 01 - Brest - CLPS	Programmé	O	O	03/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	52157.09	26078.54	0	0	0	0	0	0	26078.54	0	0	0	0	0	26078.54	52157.09	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	3	LANNION	19	LANNION	22113	LANNION	0	0	33637	Fonds Social Européen 	Marché n° 2011-15314 - Prestation Préparatoire à l'Emploi - Lot n° PPE 5 - Lannion - Emeraude ID	Programmé	O	O	02/11/2011	11	2011	06/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	80047.86	40023.93	0	0	0	0	0	0	40023.93	0	0	0	0	0	40023.94	80047.86	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	33640	Fonds Social Européen 	Marché n° 15317 - Prestation d'orientation professionnelle - Lot n° POP 02 - Carhaix/Plouguer/Rostrenen - Greta Bretagne Occidentale	Programmé	O	O	28/10/2011	10	2011	09/01/2012	02/03/2013	03	2013	23/02/2012	02	2012	893387.7	46562.27	23281.14	0	0	0	0	0	0	23281.14	0	0	0	0	0	23281.14	46562.27	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	18	LAMBALLE	22093	LAMBALLE	0	0	32744	Fonds Social Européen 	Marché n° 15145 - Prestation Orientation Professionnelle - Lot n° POP 26 - Lamballe - AREP COTES D'ARMOR	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	110304.17	55152.08	0	0	0	0	0	0	55152.08	0	0	0	0	0	55152.09	110304.17	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	23	PLOERMEL	56165	PLOERMEL	0	0	32746	Fonds Social Européen 	Marché n° 15109 - Prestation Orientation Professionnelle - Lot n° POP 20- Ploërmel - AMISEP	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	96785.79	48392.89	0	0	0	0	0	0	48392.89	0	0	0	0	0	48392.9	96785.79	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	32747	Fonds Social Européen 	Marché n° 15159 - Prestation Orientation Professionnelle - Lot n° POP 04 - Divers lieux en Bretagne - ADALEA	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	100689.32	50344.66	0	0	0	0	0	0	50344.66	0	0	0	0	0	50344.66	100689.32	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	4	QUIMPER	34	PONT-L'ABBE	29220	PONT-L'ABBE	0	0	32749	Fonds Social Européen 	Marché n° 15168 - Prestation Orientation Professionnelle - Lot n° POP 10 - Pont-L'Abbé - IBEP	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	79488.9	39744.45	0	0	0	0	0	0	39744.45	0	0	0	0	0	39744.45	79488.9	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	4	QUIMPER	13	DOUARNENEZ	29046	DOUARNENEZ	0	0	32750	Fonds Social Européen 	Marché n° 15167 - Prestation Orientation Professionnelle - Lot n° POP 09 - Douarnenez - IBEP	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	69089.4	34544.7	0	0	0	0	0	0	34544.7	0	0	0	0	0	34544.7	69089.4	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	29	FINISTERE	4	QUIMPER	10	CONCARNEAU	29039	CONCARNEAU	0	0	32751	Fonds Social Européen 	Marché n° 15166 - Prestation Orientation Professionnelle - Lot n° POP 08 - Concarneau - IBEP	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	94963.42	47481.71	0	0	0	0	0	0	47481.71	0	0	0	0	0	47481.71	94963.42	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	98	RENNES	35238	RENNES	0	0	32751	Fonds Social Européen 	Marché n° 15172 - Prestation Orientation Professionnelle - Lot n° POP 24 - Rennes - IBEP	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	308507.9	154253.95	0	0	0	0	0	0	154253.95	0	0	0	0	0	154253.95	308507.9	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	0	0	0	0	0	0	0	0	0	0	32754	Fonds Social Européen 	Marché n° 15173 - Prestation Orientation Professionnelle - Lot n° POP 25 - Montfort sur Meu, Guichen, Bain de Bretagne - IBEP	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	97187.23	48593.61	0	0	0	0	0	0	48593.61	0	0	0	0	0	48593.62	97187.23	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	56	MORBIHAN	3	VANNES	99	VANNES	56260	VANNES	0	0	32755	Fonds Social Européen 	Marché n° 15112 - Prestation Orientation Professionnelle - Lot n° POP 31 - Vannes - AMISEP	Programmé	O	O	15/03/2011	03	2011	16/06/2011	01/12/2012	12	2012	28/04/2011	04	2011	1290062.7	233013.24	116506.62	0	0	0	0	0	0	116506.62	0	0	0	0	0	116506.62	233013.24	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	35	ILLE-ET-VILAINE	3	RENNES	53	CESSON-SEVIGNE	35051	CESSON-SEVIGNE	0	0	32757	Fonds Social Européen 	Marché n° 15179 - Technicien supérieur en logistique - Lot n° 73- Cesson Sevigné - AFT-IFTIM Formation Continue	Programmé	O	O	24/03/2011	03	2011	10/05/2011	31/05/2013	05	2013	28/04/2011	04	2011	619579.8	90462.47	45231.23	0	0	0	0	0	0	45231.23	0	0	0	0	0	45231.24	90462.47	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	49	LANGUEUX	22106	LANGUEUX	0	0	32758	Fonds Social Européen 	Marché n° 15181  - Collaborateur du concepteur paysagiste - Lot n° 11 - Langueux - AREP Côtes d'Armor	Programmé	O	O	24/03/2011	03	2011	09/05/2011	27/01/2013	01	2013	28/04/2011	04	2011	619579.8	35836.43	17918.21	0	0	0	0	0	0	17918.21	0	0	0	0	0	17918.22	35836.43	0
S23350001600040	Conseil Régional de Bretagne	REGION	Administration publique générale	283 avenue du Général Patton - CS 21101	35000	RENNES	35238	0	0	53	BRETAGNE	22	COTES-D´ARMOR	4	SAINT-BRIEUC	49	LANGUEUX	22106	LANGUEUX	0	0	32759	Fonds Social Européen 	Marché n° 15180 - Chef de culture sous serre - Lot n° 1 - Langueux - Arep Côtes d'Armor	Abandonné / Déprogrammé	O	N	24/03/2011	03	2011	06/05/2011	21/06/2013	06	2013	28/04/2011	04	2011	619579.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
